idx,seq,group,emerg,weight,size(ft)
16,1,0,0,13.12,20
17,2,0,0,12.48,20
18,3,0,0,16.65,20
19,4,0,0,15.34,20
20,5,0,0,15.33,20
21,6,0,0,6.74,20
22,7,0,0,8.21,20
23,8,0,0,21.6,20
24,9,0,0,10.57,20
25,10,0,0,6.5,20
26,11,0,0,18.44,20
27,12,0,0,20.06,20
28,13,0,0,11.41,20
29,14,0,0,12.9,20
30,15,0,0,14.31,20
31,16,0,0,21.04,20
32,17,0,0,16.14,20
33,18,0,0,6.11,20
34,19,0,0,6.9,20
35,20,0,0,7.83,20
36,21,0,0,7.66,20
37,22,0,0,18.73,20
38,23,0,0,10.53,20
39,24,0,0,8.51,20
40,25,0,0,12.32,20
41,26,0,0,17.66,20
42,27,0,0,7.35,20
43,28,0,0,11.2,20
44,29,0,0,14.57,20
45,30,0,0,13.84,20
46,31,0,0,20.71,20
47,32,0,0,10.28,20
48,33,0,0,23.48,20
49,34,0,0,15.33,20
50,35,0,0,16.24,20
