idx,seq,priority,emerg,weight,size(ft)
16,1,0,0,6.36,20
17,2,0,0,13.47,20
18,3,0,0,20.69,20
19,4,0,0,21.51,20
20,5,0,0,11.22,20
21,6,0,0,19.33,20
22,7,0,0,7.11,20
23,8,0,0,15.37,20
24,9,0,0,9.69,20
25,10,0,0,16.94,20
26,11,0,0,15.74,20
27,12,0,0,18.42,20
28,13,0,0,16.64,20
29,14,0,0,15.83,20
30,15,0,0,17.58,20
31,16,0,0,12.84,20
32,17,0,0,22.97,20
33,18,0,0,10.54,20
34,19,0,0,6.34,20
35,20,0,0,12.69,20
36,21,0,0,15.75,20
37,22,0,0,12.69,20
38,23,0,0,12.77,20
39,24,0,0,16.74,20
40,25,0,0,20.64,20
41,26,0,0,13.24,20
42,27,0,0,9.53,20
43,28,0,0,22.96,20
44,29,0,0,22.38,20
45,30,0,0,19.06,20
46,31,0,0,21.63,20
47,32,0,0,16.93,20
48,33,0,0,12.44,20
49,34,0,0,23.97,20
50,35,0,0,21.7,20
