idx,seq,group,emerg,weight,size(ft)
16,1,0,0,18.79,20
17,2,0,0,11.36,20
18,3,0,0,7.19,20
19,4,0,0,7.34,20
20,5,0,0,11.71,20
21,6,0,0,16.73,20
22,7,0,0,15.0,20
23,8,0,0,9.05,20
24,9,0,0,22.6,20
25,10,0,0,19.76,20
26,11,0,0,11.65,20
27,12,0,0,10.55,20
28,13,0,0,22.8,20
29,14,0,0,22.59,20
30,15,0,0,18.87,20
31,16,0,0,10.57,20
32,17,0,0,5.55,20
33,18,0,0,17.13,20
34,19,0,0,12.48,20
35,20,0,0,16.21,20
36,21,0,0,17.95,20
37,22,0,0,12.89,20
38,23,0,0,14.51,20
39,24,0,0,15.57,20
40,25,0,0,6.53,20
41,26,0,0,22.53,20
42,27,0,0,12.29,20
43,28,0,0,16.74,20
44,29,0,0,15.74,20
45,30,0,0,21.09,20
46,31,0,0,13.6,20
47,32,0,0,13.43,20
48,33,0,0,15.55,20
49,34,0,0,19.01,20
50,35,0,0,12.18,20
