idx,seq,priority,emerg,weight,size(ft)
16,1,0,0,21.53,20
17,2,0,0,12.1,20
18,3,0,0,9.49,20
19,4,0,0,16.45,20
20,5,0,0,11.07,20
21,6,0,0,20.31,20
22,7,0,0,19.26,20
23,8,0,0,10.61,20
24,9,0,0,20.45,20
25,10,0,0,9.61,20
26,11,0,0,22.28,20
27,12,0,0,10.29,20
28,13,0,0,6.49,20
29,14,0,0,5.29,20
30,15,0,0,16.55,20
31,16,0,0,10.95,20
32,17,0,0,13.86,20
33,18,0,0,17.59,20
34,19,0,0,15.76,20
35,20,0,0,18.02,20
36,21,0,0,19.71,20
37,22,0,0,20.52,20
38,23,0,0,22.55,20
39,24,0,0,12.04,20
40,25,0,0,19.43,20
41,26,0,0,6.19,20
42,27,0,0,20.05,20
43,28,0,0,7.08,20
44,29,0,0,5.66,20
45,30,0,0,23.82,20
46,31,0,0,21.3,20
47,32,0,0,17.78,20
48,33,0,0,9.14,20
49,34,0,0,14.84,20
50,35,0,0,9.0,20
