idx,seq,priority,emerg,weight,size(ft)
16,1,0,0,7.2,20
17,2,0,0,20.23,20
18,3,0,0,9.57,20
19,4,0,0,19.09,20
20,5,0,0,22.7,20
21,6,0,0,19.89,20
22,7,0,0,10.09,20
23,8,0,0,20.49,20
24,9,0,0,19.25,20
25,10,0,0,5.69,20
26,11,0,0,21.17,20
27,12,0,0,18.42,20
28,13,0,0,17.88,20
29,14,0,0,15.41,20
30,15,0,0,21.47,20
31,16,0,0,7.56,20
32,17,0,0,18.37,20
33,18,0,0,16.05,20
34,19,0,0,6.21,20
35,20,0,0,5.47,20
36,21,0,0,19.9,20
37,22,0,0,5.21,20
38,23,0,0,5.2,20
39,24,0,0,23.89,20
40,25,0,0,21.5,20
41,26,0,0,10.88,20
42,27,0,0,16.8,20
43,28,0,0,13.51,20
44,29,0,0,15.32,20
45,30,0,0,16.0,20
46,31,0,0,13.16,20
47,32,0,0,10.73,20
48,33,0,0,6.95,20
49,34,0,0,22.49,20
50,35,0,0,10.0,20
