idx,seq,priority,emerg,weight,size(ft)
16,1,0,0,18.35,20
17,2,0,0,21.17,20
18,3,0,0,21.78,20
19,4,0,0,17.79,20
20,5,0,0,11.97,20
21,6,0,0,6.0,20
22,7,0,0,23.68,20
23,8,0,0,18.97,20
24,9,0,0,16.39,20
25,10,0,0,17.77,20
26,11,0,0,18.81,20
27,12,0,0,23.91,20
28,13,0,0,8.02,20
29,14,0,0,8.46,20
30,15,0,0,9.77,20
31,16,0,0,14.64,20
32,17,0,0,15.03,20
33,18,0,0,9.31,20
34,19,0,0,23.15,20
35,20,0,0,14.85,20
36,21,0,0,13.08,20
37,22,0,0,22.53,20
38,23,0,0,11.8,20
39,24,0,0,23.54,20
40,25,0,0,16.63,20
41,26,0,0,6.82,20
42,27,0,0,11.03,20
43,28,0,0,18.34,20
44,29,0,0,18.49,20
45,30,0,0,8.8,20
46,31,0,0,17.32,20
47,32,0,0,15.73,20
48,33,0,0,15.28,20
49,34,0,0,8.66,20
50,35,0,0,21.26,20
