idx,seq,priority,emerg,weight,size(ft)
16,1,0,0,16.3,20
17,2,0,0,20.38,20
18,3,0,0,19.98,20
19,4,0,0,7.74,20
20,5,0,0,10.29,20
21,6,0,0,14.26,20
22,7,0,0,9.22,20
23,8,0,0,18.27,20
24,9,0,0,15.84,20
25,10,0,0,9.59,20
26,11,0,0,10.42,20
27,12,0,0,12.27,20
28,13,0,0,23.93,20
29,14,0,0,9.14,20
30,15,0,0,8.34,20
31,16,0,0,19.19,20
32,17,0,0,23.35,20
33,18,0,0,10.65,20
34,19,0,0,6.32,20
35,20,0,0,8.22,20
36,21,0,0,9.99,20
37,22,0,0,12.87,20
38,23,0,0,9.14,20
39,24,0,0,8.82,20
40,25,0,0,6.84,20
41,26,0,0,20.6,20
42,27,0,0,22.64,20
43,28,0,0,15.3,20
44,29,0,0,8.63,20
45,30,0,0,10.41,20
46,31,0,0,16.89,20
47,32,0,0,13.25,20
48,33,0,0,19.06,20
49,34,0,0,11.36,20
50,35,0,0,20.87,20
