idx,seq,group,emerg,weight,size(ft)
16,1,0,0,21.63,20
17,2,0,0,10.96,20
18,3,0,0,12.38,20
19,4,0,0,12.92,20
20,5,0,0,19.29,20
21,6,0,0,15.94,20
22,7,0,0,16.48,20
23,8,0,0,16.89,20
24,9,0,0,6.56,20
25,10,0,0,18.28,20
26,11,0,0,11.93,20
27,12,0,0,23.67,20
28,13,0,0,23.6,20
29,14,0,0,12.34,20
30,15,0,0,15.45,20
31,16,0,0,9.16,20
32,17,0,0,14.07,20
33,18,0,0,22.41,20
34,19,0,0,10.36,20
35,20,0,0,23.43,20
36,21,0,0,16.61,20
37,22,0,0,9.55,20
38,23,0,0,12.89,20
39,24,0,0,10.82,20
40,25,0,0,13.47,20
41,26,0,0,7.51,20
42,27,0,0,14.66,20
43,28,0,0,20.56,20
44,29,0,0,18.48,20
45,30,0,0,11.7,20
46,31,0,0,18.83,20
47,32,0,0,6.74,20
48,33,0,0,20.55,20
49,34,0,0,9.75,20
50,35,0,0,22.85,20
