idx,seq,group,emerg,weight,size(ft)
16,1,0,0,19.66,20
17,2,0,0,9.45,20
18,3,0,0,7.19,20
19,4,0,0,7.61,20
20,5,0,0,15.5,20
21,6,0,0,17.83,20
22,7,0,0,14.87,20
23,8,0,0,11.09,20
24,9,0,0,8.85,20
25,10,0,0,22.76,20
26,11,0,0,20.32,20
27,12,0,0,9.34,20
28,13,0,0,8.66,20
29,14,0,0,22.88,20
30,15,0,0,20.45,20
31,16,0,0,17.66,20
32,17,0,0,18.99,20
33,18,0,0,6.97,20
34,19,0,0,6.14,20
35,20,0,0,5.62,20
36,21,0,0,22.58,20
37,22,0,0,20.84,20
38,23,0,0,16.27,20
39,24,0,0,9.14,20
40,25,0,0,5.26,20
41,26,0,0,23.01,20
42,27,0,0,22.44,20
43,28,0,0,13.97,20
44,29,0,0,5.75,20
45,30,0,0,18.41,20
46,31,0,0,13.36,20
47,32,0,0,14.95,20
48,33,0,0,16.45,20
49,34,0,0,14.41,20
50,35,0,0,8.45,20
