idx,seq,group,emerg,weight,size(ft)
16,1,0,0,23.39,20
17,2,0,0,11.21,20
18,3,0,0,22.15,20
19,4,0,0,6.13,20
20,5,0,0,22.71,20
21,6,0,0,8.91,20
22,7,0,0,15.13,20
23,8,0,0,5.76,20
24,9,0,0,23.35,20
25,10,0,0,21.82,20
26,11,0,0,17.29,20
27,12,0,0,9.24,20
28,13,0,0,5.6,20
29,14,0,0,20.02,20
30,15,0,0,14.65,20
31,16,0,0,8.11,20
32,17,0,0,19.88,20
33,18,0,0,15.5,20
34,19,0,0,18.1,20
35,20,0,0,13.04,20
36,21,0,0,20.27,20
37,22,0,0,17.85,20
38,23,0,0,8.29,20
39,24,0,0,22.28,20
40,25,0,0,20.9,20
41,26,0,0,5.37,20
42,27,0,0,6.8,20
43,28,0,0,22.19,20
44,29,0,0,10.92,20
45,30,0,0,8.18,20
46,31,0,0,15.99,20
47,32,0,0,23.03,20
48,33,0,0,9.66,20
49,34,0,0,18.71,20
50,35,0,0,17.3,20
