idx,seq,priority,emerg,weight,size(ft)
16,1,0,0,7.16,20
17,2,0,0,8.32,20
18,3,0,0,11.03,20
19,4,0,0,16.32,20
20,5,0,0,17.01,20
21,6,0,0,23.52,20
22,7,0,0,13.9,20
23,8,0,0,9.84,20
24,9,0,0,9.72,20
25,10,0,0,19.26,20
26,11,0,0,19.47,20
27,12,0,0,7.4,20
28,13,0,0,16.76,20
29,14,0,0,17.37,20
30,15,0,0,13.23,20
31,16,0,0,18.13,20
32,17,0,0,15.34,20
33,18,0,0,17.41,20
34,19,0,0,6.94,20
35,20,0,0,20.47,20
36,21,0,0,16.42,20
37,22,0,0,11.26,20
38,23,0,0,12.73,20
39,24,0,0,12.89,20
40,25,0,0,13.2,20
41,26,0,0,6.67,20
42,27,0,0,16.8,20
43,28,0,0,20.11,20
44,29,0,0,7.11,20
45,30,0,0,18.71,20
46,31,0,0,15.8,20
47,32,0,0,6.68,20
48,33,0,0,21.75,20
49,34,0,0,12.91,20
50,35,0,0,14.09,20
