idx,seq,priority,emerg,weight,size(ft)
16,1,0,0,18.99,20
17,2,0,0,10.19,20
18,3,0,0,10.88,20
19,4,0,0,5.6,20
20,5,0,0,21.0,20
21,6,0,0,17.32,20
22,7,0,0,15.83,20
23,8,0,0,23.94,20
24,9,0,0,13.77,20
25,10,0,0,7.45,20
26,11,0,0,15.74,20
27,12,0,0,9.54,20
28,13,0,0,10.22,20
29,14,0,0,6.52,20
30,15,0,0,12.15,20
31,16,0,0,20.59,20
32,17,0,0,10.42,20
33,18,0,0,14.14,20
34,19,0,0,16.28,20
35,20,0,0,9.48,20
36,21,0,0,9.79,20
37,22,0,0,12.82,20
38,23,0,0,16.28,20
39,24,0,0,14.31,20
40,25,0,0,15.35,20
41,26,0,0,8.47,20
42,27,0,0,16.07,20
43,28,0,0,14.16,20
44,29,0,0,17.51,20
45,30,0,0,22.77,20
46,31,0,0,13.01,20
47,32,0,0,13.64,20
48,33,0,0,22.76,20
49,34,0,0,7.99,20
50,35,0,0,15.47,20
