idx,seq,priority,emerg,weight,size(ft)
16,1,0,0,19.73,20
17,2,0,0,13.05,20
18,3,0,0,15.17,20
19,4,0,0,22.28,20
20,5,0,0,22.74,20
21,6,0,0,11.88,20
22,7,0,0,18.2,20
23,8,0,0,11.21,20
24,9,0,0,21.44,20
25,10,0,0,12.77,20
26,11,0,0,5.88,20
27,12,0,0,16.22,20
28,13,0,0,21.76,20
29,14,0,0,21.22,20
30,15,0,0,5.77,20
31,16,0,0,9.49,20
32,17,0,0,15.64,20
33,18,0,0,10.17,20
34,19,0,0,17.7,20
35,20,0,0,14.98,20
36,21,0,0,23.91,20
37,22,0,0,15.61,20
38,23,0,0,16.48,20
39,24,0,0,7.03,20
40,25,0,0,20.37,20
41,26,0,0,22.83,20
42,27,0,0,17.87,20
43,28,0,0,22.1,20
44,29,0,0,9.15,20
45,30,0,0,22.92,20
46,31,0,0,5.26,20
47,32,0,0,12.11,20
48,33,0,0,16.86,20
49,34,0,0,5.29,20
50,35,0,0,23.49,20
