idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,5,0,0,13.04,1,0,0,20
2,6,0,0,11.62,2,0,0,20
3,6,0,1,12.41,3,0,0,20
4,6,0,2,21.4,4,0,0,20
5,3,0,0,10.48,5,0,0,20
6,1,0,0,7.96,6,0,0,20
7,5,0,1,19.83,7,0,0,20
8,4,0,0,11.5,8,0,0,20
9,3,0,1,11.15,9,0,0,20
10,2,0,0,6.45,10,0,0,20
11,4,0,1,14.95,11,0,0,20
12,3,0,2,11.42,12,0,0,20
13,3,0,3,14.16,13,0,0,20
14,4,0,2,15.25,14,0,0,20
15,2,0,1,10.5,15,0,0,20
16,3,0,4,21.43,16,0,0,20
17,1,0,1,8.36,17,0,0,20
18,2,0,2,11.81,18,0,0,20
19,2,0,3,20.43,19,0,0,20
20,4,0,3,16.92,20,0,0,20
21,5,0,2,20.18,21,0,0,20
22,1,0,2,9.99,22,0,1.0,20
23,1,0,3,8.58,23,0,1.0,20
24,5,0,3,20.36,24,0,0,20
25,4,0,4,18.47,25,0,0,20
