idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,3,0,0,7.84,1,0,0,20
2,6,0,0,13.42,2,0,0,20
3,3,0,1,12.04,3,0,0,20
4,3,0,2,23.95,4,0,0,20
5,6,0,1,19.92,5,0,0,20
6,5,0,0,11.95,6,0,0,20
7,5,0,1,14.77,7,0,0,20
8,2,0,0,6.69,8,0,0,20
9,4,0,0,11.43,9,0,-1.2212453270876722e-15,20
10,5,0,2,17.35,10,0,-5.091414599556448e-16,20
11,6,0,2,20.09,11,0,0,20
12,4,0,1,13.96,12,0,0,20
13,2,0,1,9.99,13,0,0,20
14,2,0,2,12.96,14,0,0,20
15,5,0,3,19.71,15,0,0,20
16,1,0,0,7.4,16,0,1.0,20
17,1,0,1,7.94,17,0,1.0,20
18,4,0,2,17.09,18,0,0,20
19,2,0,3,16.3,19,0,0,20
20,1,0,2,5.97,20,0,1.0,20
21,4,0,3,18.29,21,0,0,20
22,1,0,3,5.53,22,0,1.0,20
23,1,0,4,6.69,23,0,1.0000000000000013,20
24,6,0,3,21.99,24,0,0,20
25,5,0,4,21.22,25,0,0,20
