idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,5,0,0,18.8,1,0,0,20
2,5,0,1,21.71,2,0,0,20
3,4,0,0,11.29,3,0,0,20
4,5,0,2,22.81,4,0,0,20
5,2,0,0,7.21,5,0,3.34710099696234e-11,20
6,6,0,0,19.64,6,0,1.0,20
7,1,0,0,5.42,7,0,0,20
8,2,0,1,8.08,8,0,0,20
9,4,0,1,13.04,9,0,0,20
10,6,0,1,19.39,10,0,1.0,20
11,4,0,2,17.85,11,0,0,20
12,6,0,2,22.26,12,0,1.0,20
13,4,0,3,18.97,13,0,0,20
14,1,0,1,5.54,14,0,0,20
15,6,0,3,11.12,15,0,1.0,20
16,2,0,2,8.83,16,0,2.0082605981773374e-11,20
17,1,0,2,7.12,17,0,0,20
18,3,0,0,6.74,18,0,0,20
19,2,0,3,15.06,19,0,2.0082605981773374e-11,20
20,1,0,3,14.72,20,0,-2.6235948650260033e-09,20
21,4,0,4,21.83,21,0,0,20
22,5,0,3,23.62,22,0,0,20
23,2,0,4,18.56,23,0,0,20
24,3,0,1,11.73,24,0,0,20
25,3,0,2,16.9,25,0,0,20
