idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,6,0,0,15.22,1,0,0,20
2,6,0,1,22.85,2,0,0,20
3,5,0,0,14.68,3,0,0,20
4,4,0,0,6.79,4,0,0,20
5,1,0,0,5.45,5,0,0,20
6,2,0,0,6.22,6,0,0,20
7,4,0,1,13.76,7,0,0,20
8,2,0,1,7.1,8,0,0,20
9,3,0,0,9.54,9,0,0,20
10,5,0,1,21.14,10,0,0,20
11,3,0,1,12.62,11,0,0,20
12,4,0,2,16.6,12,0,0,20
13,2,0,2,9.95,13,0,0,20
14,5,0,2,21.42,14,0,0,20
15,4,0,3,17.08,15,0,0,20
16,3,0,2,13.28,16,0,0,20
17,3,0,3,13.49,17,0,0,20
18,2,0,3,11.98,18,0,0,20
19,3,0,4,20.1,19,0,0,20
20,1,0,1,5.66,20,0,0,20
