idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,5,0,0,10.82,0,0,0,20
2,5,0,1,15.96,0,0,0,20
3,3,0,0,5.3,0,0,0,20
4,3,0,1,10.52,1,0,0,20
5,3,0,2,14.69,2,0,0,20
6,3,0,3,15.58,3,0,0,20
7,4,0,0,16.72,4,0,1.0,20
8,5,0,2,20.36,5,0,0,20
9,4,0,1,17.27,6,0,1.0,20
10,4,0,2,20.58,7,0,1.0,20
11,3,0,4,19.64,8,0,0,20
12,4,0,3,20.61,9,0,1.0,20
13,1,0,0,6.31,10,0,1.0,20
14,2,0,0,7.0,11,0,0,20
15,2,0,1,14.01,12,0,1.0,20
16,1,0,1,8.92,13,0,1.0,20
17,4,0,4,16.04,14,0,1.0,20
18,2,0,2,10.09,15,0,1.0,20
19,6,0,0,22.37,16,0,0,20
20,1,0,2,8.69,17,0,1.0,20
