idx,seq,group,emerg,weight,size(ft)
16,1,0,0,8.31,20
17,2,0,0,17.83,20
18,3,0,0,6.19,20
19,4,0,0,15.91,20
20,5,0,0,5.49,20
21,6,0,0,5.74,20
22,7,0,0,10.85,20
23,8,0,0,10.97,20
24,9,0,0,21.76,20
25,10,0,0,11.61,20
26,11,0,0,20.1,20
27,12,0,0,22.77,20
28,13,0,0,23.16,20
29,14,0,0,18.72,20
30,15,0,0,9.17,20
31,16,0,0,19.45,20
32,17,0,0,6.1,20
33,18,0,0,19.17,20
34,19,0,0,22.42,20
35,20,0,0,14.65,20
36,21,0,0,5.25,20
37,22,0,0,5.51,20
38,23,0,0,22.81,20
39,24,0,0,11.23,20
40,25,0,0,16.92,20
41,26,0,0,11.79,20
42,27,0,0,7.32,20
43,28,0,0,9.34,20
44,29,0,0,10.26,20
45,30,0,0,10.23,20
46,31,0,0,20.34,20
47,32,0,0,20.28,20
48,33,0,0,14.62,20
49,34,0,0,20.78,20
50,35,0,0,19.88,20
