idx,seq,group,emerg,weight,size(ft)
16,1,0,0,18.84,20
17,2,0,0,18.5,20
18,3,0,0,8.51,20
19,4,0,0,11.78,20
20,5,0,0,17.02,20
21,6,0,0,16.16,20
22,7,0,0,16.72,20
23,8,0,0,19.04,20
24,9,0,0,8.39,20
25,10,0,0,11.47,20
26,11,0,0,20.08,20
27,12,0,0,23.16,20
28,13,0,0,19.43,20
29,14,0,0,13.72,20
30,15,0,0,16.38,20
31,16,0,0,17.82,20
32,17,0,0,8.64,20
33,18,0,0,7.46,20
34,19,0,0,23.02,20
35,20,0,0,19.52,20
36,21,0,0,10.38,20
37,22,0,0,10.99,20
38,23,0,0,16.1,20
39,24,0,0,17.17,20
40,25,0,0,5.15,20
41,26,0,0,15.33,20
42,27,0,0,15.8,20
43,28,0,0,16.76,20
44,29,0,0,6.48,20
45,30,0,0,9.47,20
46,31,0,0,6.79,20
47,32,0,0,17.14,20
48,33,0,0,11.54,20
49,34,0,0,14.08,20
50,35,0,0,23.58,20
