idx,seq,group,emerg,weight,size(ft)
16,1,0,0,14.8,20
17,2,0,0,19.97,20
18,3,0,0,21.55,20
19,4,0,0,6.58,20
20,5,0,0,11.74,20
21,6,0,0,17.16,20
22,7,0,0,21.15,20
23,8,0,0,13.71,20
24,9,0,0,8.08,20
25,10,0,0,10.35,20
26,11,0,0,7.66,20
27,12,0,0,20.39,20
28,13,0,0,18.1,20
29,14,0,0,20.87,20
30,15,0,0,14.32,20
31,16,0,0,22.4,20
32,17,0,0,7.06,20
33,18,0,0,12.33,20
34,19,0,0,18.75,20
35,20,0,0,7.57,20
36,21,0,0,21.06,20
37,22,0,0,23.28,20
38,23,0,0,6.72,20
39,24,0,0,16.58,20
40,25,0,0,20.37,20
41,26,0,0,6.49,20
42,27,0,0,7.09,20
43,28,0,0,16.92,20
44,29,0,0,8.34,20
45,30,0,0,13.48,20
46,31,0,0,22.98,20
47,32,0,0,8.05,20
48,33,0,0,18.17,20
49,34,0,0,7.02,20
50,35,0,0,23.91,20
