idx,seq,group,emerg,weight,size(ft)
16,1,0,0,7.68,20
17,2,0,0,8.72,20
18,3,0,0,6.29,20
19,4,0,0,20.44,20
20,5,0,0,11.91,20
21,6,0,0,20.6,20
22,7,0,0,7.47,20
23,8,0,0,6.95,20
24,9,0,0,19.89,20
25,10,0,0,16.34,20
26,11,0,0,9.57,20
27,12,0,0,18.93,20
28,13,0,0,6.81,20
29,14,0,0,7.65,20
30,15,0,0,14.75,20
31,16,0,0,11.04,20
32,17,0,0,22.53,20
33,18,0,0,10.62,20
34,19,0,0,9.32,20
35,20,0,0,5.3,20
36,21,0,0,13.69,20
37,22,0,0,11.19,20
38,23,0,0,14.16,20
39,24,0,0,15.85,20
40,25,0,0,13.71,20
41,26,0,0,20.28,20
42,27,0,0,8.51,20
43,28,0,0,23.67,20
44,29,0,0,23.49,20
45,30,0,0,12.07,20
46,31,0,0,10.08,20
47,32,0,0,12.46,20
48,33,0,0,15.85,20
49,34,0,0,9.37,20
50,35,0,0,18.35,20
