idx,seq,group,emerg,weight,size(ft)
16,1,0,0,5.77,20
17,2,0,0,12.01,20
18,3,0,0,21.82,20
19,4,0,0,12.78,20
20,5,0,0,15.0,20
21,6,0,0,16.91,20
22,7,0,0,17.01,20
23,8,0,0,16.05,20
24,9,0,0,19.55,20
25,10,0,0,5.64,20
26,11,0,0,6.5,20
27,12,0,0,8.4,20
28,13,0,0,8.55,20
29,14,0,0,16.28,20
30,15,0,0,6.18,20
31,16,0,0,7.91,20
32,17,0,0,14.92,20
33,18,0,0,21.72,20
34,19,0,0,23.87,20
35,20,0,0,22.64,20
36,21,0,0,5.17,20
37,22,0,0,23.91,20
38,23,0,0,13.86,20
39,24,0,0,5.41,20
40,25,0,0,21.08,20
41,26,0,0,10.83,20
42,27,0,0,5.38,20
43,28,0,0,13.3,20
44,29,0,0,14.16,20
45,30,0,0,21.89,20
46,31,0,0,23.19,20
47,32,0,0,22.01,20
48,33,0,0,21.1,20
49,34,0,0,9.23,20
50,35,0,0,15.1,20
