idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,6,0,0,21.04,0,21.04,0,1.0,20
2,6,0,1,11.72,0,11.72,0,1.0,20
3,3,0,0,5.46,0,5.46,0,0,20
4,4,0,0,22.68,0,22.68,0,1.0,20
5,5,0,0,6.61,0,6.61,0,0,20
6,1,0,0,20.39,0,20.39,0,0,20
7,2,0,0,10.54,0,10.54,0,0,20
8,5,0,1,9.22,0,9.22,1,0,20
9,1,0,1,20.75,0,20.75,2,0,20
10,6,0,2,17.33,0,17.33,3,1.0,20
11,2,0,1,11.32,0,11.32,4,0,20
12,4,0,1,5.09,0,5.09,5,1.0,20
13,4,0,2,5.4,0,5.4,6,1.0,20
14,5,0,2,10.43,0,10.43,7,0,20
15,5,0,3,17.83,0,17.83,8,0,20
16,3,0,1,9.09,0,9.09,9,0,20
17,1,0,2,22.91,0,22.91,10,0,20
18,3,0,2,10.27,0,10.27,11,0,20
19,5,0,4,18.2,0,18.2,12,0,20
20,2,0,2,15.75,0,15.75,13,0,20
21,2,0,3,20.53,0,20.53,14,0,20
22,3,0,3,14.41,0,14.41,15,0,20
23,3,0,4,19.61,0,19.61,16,0,20
