idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,2,0,0,20.03,3,320.03,0,0,20
2,1,0,0,13.17,1,113.17,0,0,20
3,3,0,0,18.06,3,318.06,0,1.0,20
4,5,0,0,14.8,2,214.8,0,0,20
5,1,0,1,22.41,3,322.41,0,0,20
6,6,0,0,21.91,1,121.91,0,1.0,20
7,1,0,2,22.93,3,322.93,0,0,20
8,5,0,1,7.52,3,307.52,1,0,20
9,6,0,1,6.69,1,106.69,2,1.0,20
10,4,0,0,6.66,0,6.66,3,0,20
11,6,0,2,8.66,2,208.66,4,1.0,20
12,5,0,2,17.62,3,317.62,5,0,20
13,3,0,1,7.84,3,307.84,6,1.0,20
14,5,0,3,21.38,3,321.38,7,0,20
15,6,0,3,10.78,2,210.78,8,1.0,20
16,4,0,1,19.49,0,19.49,9,1.0,20
17,3,0,2,18.2,2,218.2,10,1.0,20
18,2,0,1,20.77,3,320.77,11,0,20
19,6,0,4,19.14,1,119.14,12,1.0,20
20,3,0,3,18.86,2,218.86,13,1.0,20
21,4,0,2,5.53,1,105.53,14,1.0,20
22,4,0,3,13.0,0,13.0,15,1.0,20
23,4,0,4,7.23,0,7.23,16,1.0,20
