idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,8,0,0,22.72,0,22.72,0,0,0,20
2,5,0,0,5.68,0,5.68,0,0,0,20
3,6,0,0,22.25,0,22.25,0,0,0,20
4,4,0,0,14.59,0,14.59,0,0,0,20
5,7,0,0,9.93,0,9.93,0,0,0,20
6,10,0,0,10.16,0,10.16,1,0,0,20
7,6,0,1,22.51,0,22.51,2,0,0,20
8,10,0,1,12.06,0,12.06,3,0,0,20
9,7,0,1,21.29,0,21.29,4,0,0,20
10,9,0,0,13.53,0,13.53,5,0,0,20
11,9,0,1,14.08,0,14.08,6,0,0,20
12,9,0,2,18.1,0,18.1,7,0,0,20
13,5,0,1,20.35,0,20.35,8,0,0,20
14,10,0,2,12.39,0,12.39,9,0,0,20
15,4,0,1,15.6,0,15.6,10,0,0,20
16,4,0,2,21.26,0,21.26,11,0,0,20
17,1,0,0,5.98,0,5.98,12,0,0,20
18,10,0,3,16.23,0,16.23,13,0,0,20
19,3,0,0,8.12,0,8.12,14,0,0,20
20,2,0,0,12.89,0,12.89,15,0,0,20
