idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,8,0,0,13.65,0,13.65,0,0,0,20
2,4,0,0,22.87,0,22.87,0,0,0,20
3,7,0,0,15.73,0,15.73,0,0,0,20
4,3,0,0,9.8,0,9.8,0,0,0,20
5,9,0,0,6.05,0,6.05,0,0,0,20
6,1,0,0,7.62,0,7.62,1,0,0,20
7,1,0,1,18.43,0,18.43,2,0,0,20
8,2,0,0,11.96,0,11.96,3,0,0,20
9,1,0,2,20.05,0,20.05,4,0,0,20
10,2,0,1,15.57,0,15.57,5,0,0,20
11,2,0,2,16.01,0,16.01,6,0,0,20
12,5,0,0,8.92,0,8.92,7,0,0,20
13,3,0,1,14.08,0,14.08,8,0,0,20
14,3,0,2,14.72,0,14.72,9,0,0,20
15,5,0,1,10.39,0,10.39,10,0,0,20
16,2,0,3,18.17,0,18.17,11,0,0,20
17,6,0,0,7.91,0,7.91,12,0,0,20
18,1,0,3,21.19,0,21.19,13,0,0,20
19,5,0,2,14.18,0,14.18,14,0,0,20
20,6,0,1,8.31,0,8.31,15,0,0,20
