idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,8,0,0,9.49,0,9.49,0,0,0,20
2,8,0,1,16.78,0,16.78,0,0,0,20
3,1,0,0,20.63,0,20.63,0,0,0,20
4,6,0,0,13.41,0,13.41,0,0,0,20
5,7,0,0,6.99,0,6.99,0,0,0,20
6,9,0,0,16.08,0,16.08,1,0,0,20
7,4,0,0,6.87,0,6.87,2,0,0,20
8,9,0,1,18.16,0,18.16,3,0,0,20
9,6,0,1,14.98,0,14.98,4,0,0,20
10,2,0,0,14.35,0,14.35,5,0,0,20
11,9,0,2,19.04,0,19.04,6,0,0,20
12,1,0,1,21.48,0,21.48,7,0,0,20
13,6,0,2,18.13,0,18.13,8,0,0,20
14,8,0,2,21.86,0,21.86,9,0,0,20
15,2,0,1,15.16,0,15.16,10,0,0,20
16,3,0,0,22.61,0,22.61,11,0,0,20
17,10,0,0,12.4,0,12.4,12,0,0,20
18,4,0,1,8.53,0,8.53,13,0,0,20
19,10,0,1,20.19,0,20.19,14,0,0,20
20,5,0,0,16.77,0,16.77,15,0,0,20
