idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,7,0,0,17.52,0,17.52,0,0,0,20
2,2,0,0,16.06,0,16.06,0,0,0,20
3,9,0,0,14.22,0,14.22,0,0,0,20
4,4,0,0,17.61,0,17.61,0,0,0,20
5,6,0,0,6.72,0,6.72,0,0,0,20
6,6,0,1,8.32,0,8.32,1,0,0,20
7,7,0,1,23.76,0,23.76,2,0,0,20
8,4,0,1,20.01,0,20.01,3,0,0,20
9,8,0,0,17.23,0,17.23,4,0,0,20
10,3,0,0,14.16,0,14.16,5,0,0,20
11,6,0,2,12.11,0,12.11,6,0,0,20
12,3,0,1,19.69,0,19.69,7,0,0,20
13,4,0,2,21.22,0,21.22,8,0,0,20
14,1,0,0,8.97,0,8.97,9,0,0,20
15,10,0,0,6.99,0,6.99,10,0,0,20
16,2,0,1,17.32,0,17.32,11,0,0,20
17,2,0,2,18.41,0,18.41,12,0,0,20
18,5,0,0,5.29,0,5.29,13,0,0,20
19,8,0,1,21.93,0,21.93,14,0,0,20
20,5,0,1,5.99,0,5.99,15,0,0,20
