idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,2,0,0,5.12,0,5.12,0,0,0,20
2,9,0,0,16.02,0,16.02,0,0,0,20
3,4,0,0,17.29,0,17.29,0,0,0,20
4,10,0,0,21.99,0,21.99,0,0,0,20
5,5,0,0,12.27,0,12.27,0,0,0,20
6,9,0,1,20.59,0,20.59,1,0,0,20
7,7,0,0,16.99,0,16.99,2,0,0,20
8,5,0,1,15.69,0,15.69,3,0,0,20
9,2,0,1,15.68,0,15.68,4,0,0,20
10,6,0,0,11.37,0,11.37,5,0,0,20
11,5,0,2,19.49,0,19.49,6,0,0,20
12,3,0,0,10.92,0,10.92,7,0,0,20
13,3,0,1,11.96,0,11.96,8,0,0,20
14,1,0,0,5.72,0,5.72,9,0,0,20
15,4,0,1,22.23,0,22.23,10,0,0,20
16,7,0,1,18.31,0,18.31,11,0,0,20
17,3,0,2,23.61,0,23.61,12,0,0,20
18,1,0,1,8.37,0,8.37,13,0,0,20
19,2,0,2,18.62,0,18.62,14,0,0,20
20,1,0,2,15.24,0,15.24,15,0,0,20
