idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,3,0,0,11.68,0,11.68,0,0,0,20
2,7,0,0,22.71,0,22.71,0,0,0,20
3,5,0,0,23.76,0,23.76,0,0,0,20
4,3,0,1,12.64,0,12.64,0,0,0,20
5,8,0,0,22.23,0,22.23,0,0,0,20
6,1,0,0,22.8,0,22.8,1,0,0,20
7,1,0,1,23.59,0,23.59,2,0,0,20
8,2,0,0,8.77,0,8.77,3,0,0,20
9,2,0,1,20.3,0,20.3,4,0,0,20
10,4,0,0,7.39,0,7.39,5,0,0,20
11,4,0,1,10.88,0,10.88,6,0,0,20
12,6,0,0,5.56,0,5.56,7,0,0,20
13,2,0,2,21.35,0,21.35,8,0,0,20
14,3,0,2,18.6,0,18.6,9,0,0,20
15,4,0,2,14.74,0,14.74,10,0,0,20
16,6,0,1,16.07,0,16.07,11,0,0,20
17,9,0,0,8.86,0,8.86,12,0,0,20
18,6,0,2,16.36,0,16.36,13,0,0,20
19,10,0,0,7.87,0,7.87,14,0,0,20
20,3,0,3,18.78,0,18.78,15,0,0,20
