idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,5,0,0,10.23,0,10.23,0,0,20
2,2,0,0,19.25,1,119.25,0,0,20
3,3,0,0,17.65,2,217.65,0,0,20
4,1,0,0,6.78,0,6.78,0,0,20
5,6,0,0,21.81,1,121.81,0,0,20
6,3,0,1,21.51,2,221.51,1,0,20
7,3,0,2,8.04,3,308.04,2,0,20
8,3,0,3,18.43,3,318.43,3,0,20
9,1,0,1,9.99,0,9.99,4,0,20
10,5,0,1,6.2,1,106.2,5,0,20
11,6,0,1,20.11,3,320.11,6,0,20
12,2,0,1,14.23,2,214.23,7,0,20
13,1,0,2,10.17,0,10.17,8,0,20
14,1,0,3,23.01,0,23.01,9,1.0,20
15,5,0,2,11.03,1,111.03,10,0,20
16,4,0,0,6.61,0,6.61,11,0,20
17,2,0,2,13.76,3,313.76,12,0,20
18,4,0,1,14.77,0,14.77,13,0,20
19,4,0,2,14.58,3,314.58,14,0,20
20,1,0,4,12.23,0,12.23,15,1.0,20
