idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,3,0,0,23.5,0,23.5,0,1.0,20
2,2,0,0,12.58,0,12.58,0,0,20
3,6,0,0,12.5,0,12.5,0,0,20
4,4,0,0,5.65,0,5.65,1,0,20
5,3,0,1,18.42,0,18.42,2,1.0,20
6,2,0,1,14.59,0,14.59,3,0,20
7,2,0,2,14.96,0,14.96,4,0,20
8,6,0,1,14.45,0,14.45,5,0,20
9,2,0,3,18.18,0,18.18,6,0,20
10,1,0,0,11.6,0,11.6,7,0,20
11,5,0,0,10.44,0,10.44,8,0,20
12,5,0,1,11.32,0,11.32,9,0,20
13,5,0,2,12.38,0,12.38,10,0,20
14,3,0,2,10.31,0,10.31,11,1.0,20
15,4,0,1,5.85,0,5.85,12,0,20
16,6,0,2,15.25,0,15.25,13,0,20
17,4,0,2,8.83,0,8.83,14,0,20
18,6,0,3,22.69,0,22.69,15,0,20
19,5,0,3,19.78,0,19.78,16,0,20
20,2,0,4,22.52,0,22.52,17,0,20
21,4,0,3,14.82,0,14.82,18,0,20
22,1,0,1,20.64,0,20.64,19,0,20
23,1,0,2,23.74,0,23.74,20,0,20
