idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,0,9.67,2,209.67,0,0.9999999999999716,20
2,3,0,0,12.89,0,12.89,0,0,20
3,3,0,1,11.98,2,211.98,0,0,20
4,1,0,1,15.94,2,215.94,0,1.0,20
5,3,0,2,21.49,2,221.49,0,1.0,20
6,4,0,0,23.63,0,23.63,0,0,20
7,5,0,0,14.22,3,314.22,0,1.0,20
8,2,0,0,6.68,0,6.68,1,0,20
9,2,0,1,9.03,0,9.03,2,0,20
10,2,0,2,12.42,0,12.42,3,0,20
11,1,0,2,16.41,1,116.41,4,1.0,20
12,6,0,0,20.34,3,320.34,5,0,20
13,4,0,1,14.64,1,114.64,6,1.0,20
14,5,0,1,15.48,3,315.48,7,1.0,20
15,3,0,3,14.79,2,214.79,8,1.0,20
16,3,0,4,15.24,2,215.24,9,1.0,20
17,4,0,2,13.27,1,113.27,10,1.0,20
18,2,0,3,13.42,1,113.42,11,1.0,20
19,4,0,3,6.47,1,106.47,12,1.0,20
20,5,0,2,12.05,3,312.05,13,1.0,20
