idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,5,0,0,15.85,0,0,1.0,20
2,5,0,1,13.92,0,0,1.0,20
3,2,0,0,7.63,0,0,0,20
4,6,0,0,9.3,0,0,0,20
5,1,0,0,16.33,0,0,0,20
6,3,0,0,18.53,0,0,1.0,20
7,4,0,0,6.27,0,0,0,20
8,6,0,1,15.77,0,0,0,20
9,2,0,1,15.96,0,0,0,20
10,5,0,2,8.71,0,0,1.0,20
11,4,0,1,6.66,1,0,0,20
12,2,0,2,21.71,2,0,0,20
13,1,0,1,21.25,3,0,0,20
14,5,0,3,5.97,4,0,1.0,20
15,6,0,2,18.22,5,0,0,20
16,4,0,2,8.18,6,0,0,20
17,6,0,3,19.47,7,0,0,20
18,6,0,4,19.87,8,0,0,20
19,5,0,4,7.15,9,0,1.0,20
20,3,0,1,6.51,10,0,1.0,20
