idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,2,0,0,11.81,0,0,0,20
2,6,0,0,15.16,0,0,1.0,20
3,6,0,1,15.65,0,0,1.0,20
4,4,0,0,22.75,0,0,1.0,20
5,6,0,2,20.35,0,0,1.0,20
6,4,0,1,8.45,0,0,1.0,20
7,5,0,0,21.27,0,0,1.0,20
8,6,0,3,5.86,0,0,1.0,20
9,2,0,1,19.11,0,0,0,20
10,6,0,4,5.88,0,0,1.0,20
11,1,0,0,9.71,1,0,0,20
12,5,0,1,17.14,2,0,1.0,20
13,3,0,0,6.79,3,0,0,20
14,2,0,2,19.16,4,0,0,20
15,1,0,1,13.23,5,0,0,20
16,1,0,2,18.18,6,0,0,20
17,3,0,1,6.98,7,0,0,20
18,5,0,2,10.94,8,0,1.0,20
19,2,0,3,20.01,9,0,0,20
20,3,0,2,8.4,10,0,0,20
