idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,3,0,0,14.69,0,0,0,20
2,6,0,0,22.97,0,0,1.0,20
3,5,0,0,23.83,0,0,1.0,20
4,4,0,0,17.63,0,0,1.0,20
5,5,0,1,16.43,0,0,1.0,20
6,4,0,1,23.29,0,0,1.0,20
7,3,0,1,23.99,0,0,0,20
8,2,0,0,13.82,0,0,0,20
9,4,0,2,13.54,0,0,1.0,20
10,5,0,2,21.82,0,0,1.0,20
11,6,0,1,23.46,1,0,1.0,20
12,1,0,0,8.51,2,0,0,20
13,2,0,1,17.42,3,0,0,20
14,2,0,2,23.42,4,0,0,20
15,1,0,1,8.53,5,0,0,20
16,4,0,3,11.67,6,0,1.0,20
17,6,0,2,7.84,7,0,1.0,20
18,1,0,2,9.67,8,0,0,20
19,5,0,3,5.57,9,0,1.0,20
20,5,0,4,5.65,10,0,1.0,20
