idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,6,0,0,11.19,3,311.19,1,0,20
2,5,0,0,22.12,0,22.12,2,0,20
3,5,0,1,23.03,0,23.03,3,0,20
4,3,0,0,11.8,0,11.8,4,0,20
5,5,0,2,5.43,3,305.43,5,0,20
6,3,0,1,23.59,1,123.59,6,0,20
7,4,0,0,12.39,1,112.39,7,0,20
8,5,0,3,18.01,3,318.01,8,0,20
9,2,0,0,17.09,0,17.09,9,0,20
10,5,0,4,23.87,3,323.87,10,0,20
11,4,0,1,12.47,2,212.47,11,0,20
12,6,0,1,11.61,3,311.61,12,0,20
13,4,0,2,5.17,3,305.17,13,1.0,20
14,6,0,2,23.68,3,323.68,14,0,20
15,3,0,2,9.49,2,209.49,15,0,20
16,2,0,1,20.44,0,20.44,16,0,20
17,3,0,3,10.27,2,210.27,17,0,20
18,3,0,4,23.03,2,223.03,18,0,20
19,2,0,2,18.54,1,118.53999999999999,19,0,20
20,1,0,0,11.87,0,11.87,20,0,20
21,4,0,3,15.07,2,215.07,21,1.0,20
22,1,0,1,16.56,0,16.56,22,1.0,20
23,2,0,3,22.41,1,122.41,23,0,20
24,1,0,2,12.8,0,12.8,24,1.0,20
25,1,0,3,10.19,1,110.19,25,1.0,20
