idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,3,0,0,8.29,1,108.28999999999999,1,0,20
2,4,0,0,17.48,1,117.48,2,0,20
3,3,0,1,14.7,1,114.7,3,0,20
4,4,0,1,19.18,2,219.18,4,0,20
5,6,0,0,5.58,1,105.58,5,0,20
6,3,0,2,10.09,2,210.09,6,0,20
7,5,0,0,5.1,1,105.1,7,0,20
8,1,0,0,20.79,0,20.79,8,1.0,20
9,1,0,1,12.11,0,12.11,9,1.0,20
10,3,0,3,16.85,2,216.85,10,0,20
11,3,0,4,18.26,3,318.26,11,0,20
12,2,0,0,6.42,0,6.42,12,0,20
13,2,0,1,11.26,0,11.26,13,0,20
14,6,0,1,8.45,3,308.45,14,0,20
15,4,0,2,22.7,2,222.7,15,0,20
16,6,0,2,12.26,3,312.26,16,0,20
17,4,0,3,5.73,3,305.73,17,0,20
18,5,0,1,12.21,2,212.21,18,0,20
19,1,0,2,5.12,0,5.12,19,1.0,20
20,1,0,3,9.61,2,209.61,20,1.0,20
21,5,0,2,10.87,3,310.87,21,0,20
22,5,0,3,11.04,3,311.04,22,0,20
23,6,0,3,13.78,3,313.78,23,0,20
24,2,0,2,15.83,1,115.83,24,0,20
25,2,0,3,23.63,2,223.63,25,0,20
