idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,6,0,0,19.22,1,119.22,1,0,20
2,6,0,1,21.99,2,221.99,2,0,20
3,3,0,0,8.5,1,108.5,3,0,20
4,2,0,0,6.24,0,6.24,4,0,20
5,5,0,0,23.97,1,123.97,5,0,20
6,6,0,2,20.46,3,320.46,6,1.0,20
7,4,0,0,16.41,0,16.41,7,0,20
8,6,0,3,20.35,3,320.35,8,1.0,20
9,5,0,1,12.73,2,212.73,9,0,20
10,5,0,2,21.05,2,221.05,10,0,20
11,4,0,1,22.45,1,122.45,11,0,20
12,3,0,1,17.29,1,117.28999999999999,12,0,20
13,5,0,3,15.79,3,315.79,13,0,20
14,5,0,4,16.13,3,316.13,14,0,20
15,2,0,1,13.35,0,13.35,15,0,20
16,3,0,2,22.95,1,122.95,16,0,20
17,3,0,3,15.98,2,215.98,17,0,20
18,1,0,0,10.01,0,10.01,18,0,20
19,2,0,2,6.48,1,106.48,19,0,20
20,1,0,1,23.25,0,23.25,20,0,20
21,3,0,4,18.01,2,218.01,21,0,20
22,4,0,2,7.05,2,207.05,22,0,20
23,2,0,3,15.34,1,115.34,23,0,20
24,4,0,3,10.44,2,210.44,24,0,20
25,1,0,2,6.06,1,106.06,25,0,20
