idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,3,0,0,5.61,0,0,0,20
2,4,0,0,20.89,0,0,0,20
3,6,0,0,22.4,0,0,1.0,20
4,3,0,1,13.84,1,0,0,20
5,5,0,0,19.92,2,0,0,20
6,2,0,0,8.34,3,0,0,20
7,5,0,1,20.82,4,0,0,20
8,2,0,1,17.77,5,0,0,20
9,1,0,0,5.65,6,0,0,20
10,5,0,2,22.93,7,0,0,20
11,4,0,1,21.27,8,0,0,20
12,2,0,2,18.11,9,0,0,20
13,6,0,1,17.65,10,0,1.0,20
14,3,0,2,14.41,11,0,0,20
15,1,0,1,13.87,12,0,0,20
16,6,0,2,7.58,13,0,1.0,20
17,3,0,3,15.47,14,0,0,20
18,3,0,4,15.53,15,0,0,20
19,1,0,2,20.56,16,0,0,20
20,4,0,2,21.92,17,0,0,20
