idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,6,0,0,22.37,1,0,1.0,20
2,6,0,1,20.61,2,0,1.0,20
3,2,0,0,8.85,3,0,0,20
4,4,0,0,16.17,4,0,0,20
5,2,0,1,14.18,5,0,0,20
6,2,0,2,15.29,6,0,0,20
7,5,0,0,10.24,7,0,0,20
8,4,0,1,20.53,8,0,0,20
9,1,0,0,7.43,9,0,0,20
10,5,0,1,10.47,10,0,0,20
11,3,0,0,5.27,11,0,0,20
12,2,0,3,16.3,12,0,0,20
13,1,0,1,8.9,13,0,0,20
14,1,0,2,14.3,14,0,0,20
15,3,0,1,7.41,15,0,0,20
16,4,0,2,22.19,16,0,0,20
17,1,0,3,14.92,17,0,0,20
18,3,0,2,8.5,18,0,0,20
19,1,0,4,23.38,19,0,0,20
20,5,0,2,12.33,20,0,0,20
