idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,4,0,0,9.01,1,0,0,20
2,1,0,0,5.74,2,0,0,20
3,2,0,0,10.41,3,0,0,20
4,6,0,0,14.02,4,0,0,20
5,6,0,1,17.29,5,0,0,20
6,5,0,0,5.99,6,0,0,20
7,3,0,0,7.05,7,0,0,20
8,6,0,2,19.85,8,0,0,20
9,6,0,3,21.7,9,0,0,20
10,4,0,1,9.13,10,0,0,20
11,2,0,1,14.98,11,0,0,20
12,3,0,1,14.14,12,0,0,20
13,2,0,2,18.07,13,0,0,20
14,1,0,1,9.86,14,0,0,20
15,2,0,3,22.83,15,0,0,20
16,1,0,2,17.06,16,0,0,20
17,3,0,2,16.47,17,0,0,20
18,4,0,2,14.8,18,0,0,20
19,5,0,1,10.85,19,0,0,20
20,1,0,3,18.83,20,0,0,20
