Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight(kg), Seq, Emerg, Reloc, Size(ft)
1, 747.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 746.901611, -0.021094, 112.802902, 0.078331, -0.000005, -0.014635, 14.680000, 0, 0, 0.000000, 0
2, 1494.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 1493.118896, -0.751110, 1016.159363, 0.168150, 0.001979, -0.089964, 13.820000, 0, 0, 1.000000, 1
3, 1494.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1493.957397, -0.011497, 112.815948, -0.039978, 0.000370, -0.008593, 11.040000, 0, 0, 0.000000, 0
4, 1245.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 1244.692383, -0.430603, 790.918213, 0.005488, 0.000039, -0.051685, 13.920000, 0, 0, 1.000000, 1
5, 249.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 257.057861, 0.398980, 790.131775, -0.460359, -0.060405, 0.052778, 23.559999, 0, 0, 1.000000, 1
6, 249.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 250.434296, 0.001687, 112.266922, -0.743126, -0.047491, -0.016432, 6.940000, 0, 0, 0.000000, 0
7, 1494.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1493.960083, -0.076243, 338.479614, -0.029808, 0.000889, -0.026795, 6.670000, 0, 0, 0.000000, 0
8, 747.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 746.425049, -0.117531, 338.711456, 0.192992, -0.000048, -0.037072, 15.530000, 0, 0, 2.000000, 2
9, 1494.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1493.880615, -0.219250, 564.217163, 0.046517, 0.001266, -0.046048, 7.680000, 0, 0, 0.000000, 0
10, 249.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 255.171341, 0.226281, 563.987427, -0.478813, -0.060670, 0.035005, 23.500000, 0, 0, 1.000000, 1
11, 1245.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1244.830078, -0.089389, 338.755005, -0.021699, 0.000043, -0.030407, 10.770000, 0, 0, 1.000000, 1
12, 1494.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 1493.554443, -0.440290, 790.023193, 0.131604, 0.001590, -0.066125, 6.790000, 0, 0, 0.000000, 0
13, 1245.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1244.890381, -0.014212, 112.826698, 0.052918, 0.000006, -0.011935, 9.740000, 0, 0, 0.000000, 0
14, 249.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 253.004379, 0.065083, 338.038971, -0.595240, -0.059059, 0.048695, 16.290001, 0, 0, 1.000000, 1
15, 1245.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1244.790894, -0.236494, 564.762512, 0.042899, -0.000013, -0.045653, 10.800000, 0, 0, 1.000000, 1
16, 498.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 497.918335, -0.018246, 112.851425, 0.067349, -0.000005, -0.012929, 9.080000, 0, 0, 0.000000, 0
17, 747.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 745.519104, -0.297187, 564.733521, 0.278496, -0.000116, -0.054260, 18.010000, 0, 0, 0.000000, 0
18, 747.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 744.337402, -0.527769, 790.897583, 0.311639, -0.000135, -0.061767, 21.280001, 0, 0, 0.000000, 0
19, 996.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 995.877808, -0.025451, 112.769714, 0.103066, -0.000010, -0.017104, 11.200000, 0, 0, 0.000000, 0
20, 996.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 995.305420, -0.131654, 338.733704, 0.211283, -0.000049, -0.038401, 15.680000, 0, 0, 0.000000, 0
21, 498.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 497.508331, -0.103784, 338.803406, 0.169472, -0.000046, -0.032870, 8.980000, 0, 0, 0.000000, 0
22, 498.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 496.725342, -0.260075, 564.893188, 0.233492, -0.000085, -0.046062, 11.980000, 0, 0, 0.000000, 0
23, 996.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 994.337952, -0.312936, 564.782166, 0.287433, -0.000100, -0.053498, 15.160000, 0, 0, 0.000000, 0
24, 996.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 993.121399, -0.539839, 790.948608, 0.319639, -0.000117, -0.060746, 15.490000, 0, 0, 0.000000, 0
25, 498.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 495.729980, -0.455470, 791.068115, 0.262172, -0.000106, -0.052209, 8.210000, 0, 0, 0.000000, 0
