Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight(kg), Seq, Emerg, Reloc, Size(ft)
1, 1494.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1493.851074, -0.032415, 112.547119, 0.087338, 0.000006, -0.020881, 13.970000, 0, 0, 0.000000, 0
2, 498.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 497.887573, -0.017477, 112.621284, -0.160229, 0.019339, -0.011993, 15.740000, 0, 0, 0.000000, 0
3, 747.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 746.849731, -0.031032, 112.675262, 0.122260, -0.000012, -0.020138, 10.070000, 0, 0, 0.000000, 0
4, 498.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 499.303772, -0.249486, 564.177490, -0.360012, 0.030646, -0.062951, 16.389999, 0, 0, 2.000000, 2
5, 1245.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1244.843872, -0.033174, 112.615479, 0.116014, -0.000008, -0.020782, 7.930000, 0, 0, 0.000000, 0
6, 498.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 498.321381, -0.077162, 338.238342, -0.179359, 0.025091, -0.027181, 16.090000, 0, 0, 0.000000, 0
7, 498.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 500.656311, -0.534179, 790.060120, -0.277934, 0.035391, -0.077614, 18.270000, 0, 0, 1.000000, 1
8, 1494.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1493.258667, -0.165979, 338.343170, 0.230230, -0.000091, -0.048264, 21.920000, 0, 0, 0.000000, 0
9, 1245.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1244.122070, -0.173621, 338.335297, 0.282324, -0.000097, -0.052488, 9.200000, 0, 0, 2.000000, 2
10, 1494.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 1490.980957, -0.708359, 790.175476, 0.258481, -0.000106, -0.086211, 21.900000, 0, 0, 1.000000, 1
11, 1494.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1492.152100, -0.398447, 564.200745, 0.335975, -0.000233, -0.070523, 19.760000, 0, 0, 0.000000, 0
12, 249.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 258.277039, -0.268159, 340.111145, -1.529805, 0.050000, -0.051649, 6.900000, 0, 0, 1.000000, 1
13, 1494.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 1489.873047, -1.065603, 1016.325012, 0.301137, -0.000175, -0.094167, 23.240000, 0, 0, 1.000000, 1
14, 747.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 746.134399, -0.163577, 338.482635, 0.275060, -0.000093, -0.049454, 12.060000, 0, 0, 2.000000, 2
15, 249.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 252.085541, -0.079262, 114.420753, -1.360596, -0.003724, -0.007768, 6.700000, 0, 0, 1.000000, 1
16, 249.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 264.272552, -0.348721, 565.844177, -1.368665, 0.038475, 0.007210, 8.300000, 0, 0, 0.000000, 0
17, 498.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 501.738708, -0.844428, 1016.228149, -0.224159, 0.032584, -0.083163, 22.670000, 0, 0, 0.000000, 0
18, 1245.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1242.754150, -0.435816, 564.105286, 0.431080, -0.000268, -0.080940, 9.340000, 0, 0, 0.000000, 0
19, 747.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 744.880127, -0.396293, 564.491516, 0.368182, -0.000177, -0.068395, 18.360001, 0, 0, 0.000000, 0
20, 1245.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 1240.865601, -0.794300, 790.082031, 0.527753, -0.000405, -0.100062, 13.380000, 0, 0, 0.000000, 0
21, 1245.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 1238.687744, -1.207261, 1016.226685, 0.570437, -0.000473, -0.108711, 13.880000, 0, 0, 0.000000, 0
22, 747.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 743.339905, -0.683001, 790.651062, 0.403943, -0.000209, -0.076287, 20.040001, 0, 0, 0.000000, 0
23, 249.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 269.556458, -0.352705, 791.961121, -1.349717, 0.037710, -0.015169, 17.820000, 0, 0, 0.000000, 0
24, 996.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 996.000366, -0.000183, 113.100258, 0.000000, 0.000000, 0.000000, 16.340000, 0, 0, 0.000000, 0
25, 996.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 995.999756, -0.000804, 339.300568, 0.000080, -0.000002, -0.000113, 5.500000, 0, 0, 0.000000, 0
