idx,seq,group,emerg,weight,size(ft)
1,1,0,0,6.43,20
2,2,0,0,19.99,20
3,3,0,0,5.94,20
4,4,0,0,17.29,20
5,5,0,0,16.74,20
6,6,0,0,22.3,20
7,7,0,0,8.3,20
8,8,0,0,22.01,20
9,9,0,0,20.06,20
10,10,0,0,12.24,20
11,11,0,0,17.74,20
12,12,0,0,10.17,20
13,13,0,0,13.79,20
14,14,0,0,12.06,20
15,15,0,0,10.55,20
16,16,0,0,11.63,20
17,17,0,0,20.71,20
18,18,0,0,14.81,20
19,19,0,0,22.29,20
20,20,0,0,18.62,20
21,21,0,0,6.08,20
22,22,0,0,7.87,20
23,23,0,0,7.41,20
24,24,0,0,23.79,20
25,25,0,0,12.58,20
26,26,0,0,23.69,20
27,27,0,0,14.01,20
