idx,seq,group,emerg,weight,size(ft)
1,1,0,0,21.29,20
2,2,0,0,20.98,20
3,3,0,0,19.11,20
4,4,0,0,16.39,20
5,5,0,0,21.68,20
6,6,0,0,7.0,20
7,7,0,0,10.3,20
8,8,0,0,19.69,20
9,9,0,0,19.1,20
10,10,0,0,15.17,20
11,11,0,0,11.8,20
12,12,0,0,11.07,20
13,13,0,0,12.57,20
14,14,0,0,18.34,20
15,15,0,0,16.62,20
16,16,0,0,12.48,20
17,17,0,0,14.91,20
18,18,0,0,16.26,20
19,19,0,0,8.98,20
20,20,0,0,23.49,20
21,21,0,0,9.23,20
22,22,0,0,20.51,20
23,23,0,0,8.28,20
24,24,0,0,18.11,20
25,25,0,0,17.84,20
26,26,0,0,20.32,20
27,27,0,0,17.55,20
