idx,seq,group,emerg,weight,size(ft)
1,1,0,0,10.28,20
2,2,0,0,12.49,20
3,3,0,0,18.19,20
4,4,0,0,6.37,20
5,5,0,0,6.37,20
6,6,0,0,18.72,20
7,7,0,0,22.95,20
8,8,0,0,7.59,20
9,9,0,0,17.49,20
10,10,0,0,19.86,20
11,11,0,0,23.32,20
12,12,0,0,13.74,20
13,13,0,0,17.04,20
14,14,0,0,11.3,20
15,15,0,0,13.1,20
16,16,0,0,9.18,20
17,17,0,0,11.83,20
18,18,0,0,17.64,20
19,19,0,0,19.67,20
20,20,0,0,13.83,20
21,21,0,0,10.56,20
22,22,0,0,18.41,20
23,23,0,0,13.02,20
24,24,0,0,5.24,20
25,25,0,0,16.47,20
26,26,0,0,20.96,20
27,27,0,0,11.1,20
