idx,seq,group,emerg,weight,size(ft)
1,1,0,0,23.5,20
2,2,0,0,22.35,20
3,3,0,0,21.96,20
4,4,0,0,8.03,20
5,5,0,0,5.67,20
6,6,0,0,10.61,20
7,7,0,0,20.55,20
8,8,0,0,9.68,20
9,9,0,0,14.09,20
10,10,0,0,10.91,20
11,11,0,0,9.48,20
12,12,0,0,18.94,20
13,13,0,0,16.74,20
14,14,0,0,10.48,20
15,15,0,0,22.58,20
16,16,0,0,11.31,20
17,17,0,0,21.38,20
18,18,0,0,14.24,20
19,19,0,0,11.44,20
20,20,0,0,15.03,20
21,21,0,0,11.34,20
22,22,0,0,5.34,20
23,23,0,0,16.52,20
24,24,0,0,20.64,20
25,25,0,0,8.12,20
26,26,0,0,22.64,20
27,27,0,0,20.34,20
