idx,seq,group,emerg,weight,size(ft)
1,1,0,0,16.14,20
2,2,0,0,16.79,20
3,3,0,0,19.66,20
4,4,0,0,12.33,20
5,5,0,0,5.55,20
6,6,0,0,12.94,20
7,7,0,0,5.45,20
8,8,0,0,11.27,20
9,9,0,0,9.51,20
10,10,0,0,9.81,20
11,11,0,0,11.67,20
12,12,0,0,20.91,20
13,13,0,0,17.22,20
14,14,0,0,12.32,20
15,15,0,0,11.04,20
16,16,0,0,11.29,20
17,17,0,0,16.4,20
18,18,0,0,19.82,20
19,19,0,0,17.2,20
20,20,0,0,20.21,20
21,21,0,0,5.17,20
22,22,0,0,8.64,20
23,23,0,0,12.7,20
24,24,0,0,23.62,20
25,25,0,0,12.08,20
26,26,0,0,19.76,20
27,27,0,0,19.97,20
