idx,seq,group,emerg,weight,size(ft)
1,1,0,0,22.35,20
2,2,0,0,10.55,20
3,3,0,0,9.96,20
4,4,0,0,17.67,20
5,5,0,0,23.74,20
6,6,0,0,14.32,20
7,7,0,0,9.85,20
8,8,0,0,18.75,20
9,9,0,0,17.24,20
10,10,0,0,12.5,20
11,11,0,0,5.51,20
12,12,0,0,6.56,20
13,13,0,0,6.82,20
14,14,0,0,14.34,20
15,15,0,0,18.95,20
16,16,0,0,22.11,20
17,17,0,0,20.6,20
18,18,0,0,16.02,20
19,19,0,0,20.49,20
20,20,0,0,11.02,20
21,21,0,0,10.81,20
22,22,0,0,10.51,20
23,23,0,0,13.5,20
24,24,0,0,14.93,20
25,25,0,0,19.04,20
26,26,0,0,17.2,20
27,27,0,0,10.62,20
