idx,seq,group,emerg,weight,size(ft)
1,1,0,0,13.8,20
2,2,0,0,12.59,20
3,3,0,0,9.46,20
4,4,0,0,17.39,20
5,5,0,0,11.63,20
6,6,0,0,6.06,20
7,7,0,0,6.57,20
8,8,0,0,9.73,20
9,9,0,0,16.88,20
10,10,0,0,6.11,20
11,11,0,0,23.53,20
12,12,0,0,10.18,20
13,13,0,0,5.21,20
14,14,0,0,11.88,20
15,15,0,0,13.48,20
16,16,0,0,7.38,20
17,17,0,0,5.57,20
18,18,0,0,12.61,20
19,19,0,0,22.86,20
20,20,0,0,19.84,20
21,21,0,0,22.24,20
22,22,0,0,19.13,20
23,23,0,0,20.79,20
24,24,0,0,21.16,20
25,25,0,0,20.13,20
26,26,0,0,9.52,20
27,27,0,0,18.93,20
