idx,seq,group,emerg,weight,size(ft)
1,1,0,0,23.67,20
2,2,0,0,16.72,20
3,3,0,0,5.11,20
4,4,0,0,17.53,20
5,5,0,0,22.35,20
6,6,0,0,12.51,20
7,7,0,0,5.04,20
8,8,0,0,18.94,20
9,9,0,0,20.98,20
10,10,0,0,19.1,20
11,11,0,0,16.37,20
12,12,0,0,18.56,20
13,13,0,0,16.58,20
14,14,0,0,19.13,20
15,15,0,0,16.39,20
16,16,0,0,16.24,20
17,17,0,0,15.73,20
18,18,0,0,5.48,20
19,19,0,0,22.52,20
20,20,0,0,14.31,20
21,21,0,0,10.63,20
22,22,0,0,19.4,20
23,23,0,0,10.22,20
24,24,0,0,10.62,20
25,25,0,0,20.57,20
26,26,0,0,21.39,20
27,27,0,0,18.41,20
