idx,seq,group,emerg,weight,size(ft)
1,1,0,0,9.46,20
2,2,0,0,8.45,20
3,3,0,0,13.95,20
4,4,0,0,14.39,20
5,5,0,0,7.84,20
6,6,0,0,22.76,20
7,7,0,0,9.45,20
8,8,0,0,7.85,20
9,9,0,0,20.36,20
10,10,0,0,12.84,20
11,11,0,0,16.7,20
12,12,0,0,9.21,20
13,13,0,0,13.05,20
14,14,0,0,19.68,20
15,15,0,0,16.85,20
16,16,0,0,11.34,20
17,17,0,0,11.05,20
18,18,0,0,17.73,20
19,19,0,0,10.11,20
20,20,0,0,14.13,20
21,21,0,0,21.22,20
22,22,0,0,10.55,20
23,23,0,0,20.86,20
24,24,0,0,11.64,20
25,25,0,0,23.1,20
26,26,0,0,10.81,20
27,27,0,0,6.4,20
