idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,5,0,0,17.34,0,17.34,1,0,20
2,4,0,0,11.87,0,11.87,2,0,20
3,5,0,1,23.68,0,23.68,3,0,20
4,3,0,0,21.24,0,21.24,4,1.0,20
5,2,0,0,8.75,0,8.75,5,0,20
6,4,0,1,13.49,0,13.49,6,0,20
7,3,0,1,19.15,0,19.15,7,1.0,20
8,4,0,2,15.73,0,15.73,8,0,20
9,6,0,0,15.14,0,15.14,9,0,20
10,1,0,0,7.22,0,7.22,10,0,20
11,3,0,2,10.98,0,10.98,11,1.0,20
12,2,0,1,8.8,0,8.8,12,0,20
13,4,0,3,17.84,0,17.84,13,0,20
14,3,0,3,8.44,0,8.44,14,1.0,20
15,5,0,2,23.92,0,23.92,15,0,20
16,1,0,1,7.33,0,7.33,16,0,20
17,3,0,4,5.0,0,5.0,17,1.0,20
18,6,0,1,15.7,0,15.7,18,0,20
19,1,0,2,9.3,0,9.3,19,0,20
20,4,0,4,23.96,0,23.96,20,0,20
21,2,0,2,10.33,0,10.33,21,0,20
22,2,0,3,17.31,0,17.31,22,0,20
23,1,0,3,10.14,0,10.14,23,0,20
24,6,0,2,23.03,0,23.03,24,0,20
25,2,0,4,19.7,0,19.7,25,0,20
