idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,5,0,0,14.4,1,0,0,20
2,5,0,1,20.95,2,0,0,20
3,2,0,0,8.16,3,0,0,20
4,2,0,1,8.83,4,0,0,20
5,3,0,0,7.12,5,0,0,20
6,3,0,1,14.58,6,0,0,20
7,5,0,2,22.61,7,0,0,20
8,4,0,0,6.47,8,0,0,20
9,3,0,2,16.33,9,0,0,20
10,4,0,1,9.93,10,0,0,20
11,3,0,3,21.45,11,0,0,20
12,4,0,2,12.58,12,0,0,20
13,6,0,0,19.06,13,0,0,20
14,3,0,4,22.53,14,0,0,20
15,2,0,2,11.57,15,0,0,20
16,1,0,0,6.19,16,0,0,20
17,5,0,3,23.03,17,0,0,20
18,4,0,3,17.58,18,0,0,20
19,6,0,1,20.83,19,0,0,20
20,6,0,2,20.77,20,0,0,20
21,6,0,3,20.91,21,0,0,20
22,4,0,4,17.62,22,0,0,20
23,1,0,1,12.25,23,0,0,20
24,1,0,2,21.97,24,0,0,20
25,2,0,3,11.67,25,0,0,20
