idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,2,0,0,8.33,1,0,0,20
2,5,0,0,13.21,2,0,0,20
3,6,0,0,10.72,3,0,0,20
4,5,0,1,17.54,4,0,0,20
5,2,0,1,9.51,5,0,0,20
6,6,0,1,22.03,6,0,1.0,20
7,4,0,0,17.21,7,0,0,20
8,4,0,1,17.38,8,0,0,20
9,5,0,2,18.45,9,0,0,20
10,2,0,2,12.44,10,0,0,20
11,1,0,0,7.62,11,0,0,20
12,2,0,3,13.66,12,0,0,20
13,5,0,3,19.14,13,0,0,20
14,4,0,2,18.67,14,0,0,20
15,5,0,4,21.27,15,0,0,20
16,2,0,4,16.28,16,0,0,20
17,6,0,2,11.57,17,0,1.0,20
18,1,0,1,8.04,18,0,0,20
19,4,0,3,18.68,19,0,0,20
20,4,0,4,22.48,20,0,0,20
21,3,0,0,7.58,21,0,0,20
22,3,0,1,12.47,22,0,0,20
23,1,0,2,9.61,23,0,0,20
24,1,0,3,17.29,24,0,0,20
25,3,0,2,15.78,25,0,0,20
