idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,4,0,0,6.97,1,0,0,20
2,4,0,1,8.51,2,0,0,20
3,4,0,2,19.07,3,0,0,20
4,4,0,3,21.75,4,0,0,20
5,5,0,0,11.67,5,0,0,20
6,4,0,4,23.77,6,0,0,20
7,2,0,0,7.33,7,0,0,20
8,5,0,1,16.71,8,0,0,20
9,5,0,2,16.89,9,0,0,20
10,2,0,1,8.63,10,0,0,20
11,2,0,2,15.23,11,0,0,20
12,5,0,3,21.73,12,0,0,20
13,2,0,3,15.85,13,0,0,20
14,3,0,0,11.82,14,0,0,20
15,3,0,1,14.63,15,0,0,20
16,3,0,2,15.42,16,0,0,20
17,1,0,0,6.29,17,0,0,20
18,3,0,3,18.49,18,0,0,20
19,6,0,0,19.55,19,0,0,20
20,1,0,1,10.15,20,0,0,20
21,1,0,2,20.23,21,0,0,20
22,6,0,1,20.42,22,0,0,20
23,5,0,4,23.47,23,0,0,20
24,6,0,2,21.06,24,0,0,20
25,6,0,3,22.66,25,0,0,20
