idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,5,0,0,13.11,0,0,1.0,20
2,1,0,0,5.5,0,0,0,20
3,5,0,1,14.48,0,0,1.0,20
4,5,0,2,8.55,0,0,1.0,20
5,6,0,0,18.6,0,0,0,20
6,6,0,1,22.59,1,0,0,20
7,4,0,0,14.96,2,0,0,20
8,3,0,0,10.42,3,0,0,20
9,4,0,1,18.69,4,0,0,20
10,3,0,1,16.81,5,0,0,20
11,1,0,1,6.75,6,0,0,20
12,1,0,2,7.63,7,0,0,20
13,3,0,2,18.58,8,0,0,20
14,6,0,2,23.84,9,0,0,20
15,2,0,0,5.25,10,0,0,20
16,1,0,3,16.69,11,0,0,20
17,3,0,3,19.63,12,0,0,20
18,5,0,3,15.37,13,0,1.0,20
19,4,0,2,21.81,14,0,0,20
20,2,0,1,11.74,15,0,0,20
