idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,5,0,0,10.26,0,10.26,0,0,20
2,3,0,0,10.21,0,10.21,0,0,20
3,1,0,0,13.15,0,13.15,0,0,20
4,6,0,0,13.93,0,13.93,0,0,20
5,1,0,1,20.78,0,20.78,0,0,20
6,2,0,0,6.85,0,6.85,1,0,20
7,3,0,1,13.26,0,13.26,2,0,20
8,1,0,2,21.55,0,21.55,3,0,20
9,6,0,1,19.6,0,19.6,4,0,20
10,3,0,2,14.42,0,14.42,5,0,20
11,6,0,2,23.51,0,23.51,6,0,20
12,2,0,1,7.94,0,7.94,7,0,20
13,4,0,0,5.18,0,5.18,8,0,20
14,4,0,1,11.15,0,11.15,9,0,20
15,3,0,3,18.93,0,18.93,10,0,20
16,4,0,2,17.09,0,17.09,11,0,20
17,5,0,1,16.78,0,16.78,12,0,20
18,2,0,2,8.09,0,8.09,13,0,20
19,2,0,3,12.99,0,12.99,14,0,20
20,2,0,4,14.43,0,14.43,15,0,20
