idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,2,0,0,22.48,0,0,1.0,20
2,4,0,0,15.11,0,0,0,20
3,3,0,0,8.79,0,0,0,20
4,3,0,1,17.31,0,0,0,20
5,4,0,1,22.29,0,0,0,20
6,1,0,0,6.42,1,0,5.10480546722647e-13,20
7,3,0,2,18.22,2,0,0,20
8,6,0,0,14.54,3,0,0,20
9,2,0,1,13.76,4,0,1.0,20
10,3,0,3,21.25,5,0,0,20
11,6,0,1,20.7,6,0,0,20
12,5,0,0,12.54,7,0,0,20
13,5,0,1,17.69,8,0,0,20
14,5,0,2,19.96,9,0,0,20
15,1,0,1,7.93,10,0,5.10480546722647e-13,20
16,2,0,2,5.51,11,0,0.9999999999974472,20
17,6,0,2,23.83,12,0,0,20
18,4,0,2,22.64,13,0,0,20
19,4,0,3,23.32,14,0,0,20
20,1,0,2,8.08,15,0,0,20
