idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,5,0,0,14.3,0,0,0,20
2,5,0,1,20.34,0,0,1.0,20
3,5,0,2,14.38,0,0,1.0,20
4,3,0,0,12.78,0,0,0,20
5,5,0,3,22.72,0,0,1.0,20
6,4,0,0,6.84,1,0,0,20
7,6,0,0,18.5,2,0,0,20
8,6,0,1,22.1,3,0,0,20
9,3,0,1,16.93,4,0,0,20
10,3,0,2,18.82,5,0,0,20
11,2,0,0,5.42,6,0,0,20
12,2,0,1,6.3,7,0,0,20
13,3,0,3,20.35,8,0,0,20
14,6,0,2,23.13,9,0,0,20
15,4,0,1,7.82,10,0,0,20
16,4,0,2,12.61,11,0,0,20
17,3,0,4,22.99,12,0,0,20
18,4,0,3,17.63,13,0,0,20
19,2,0,2,16.21,14,0,0,20
20,1,0,0,5.13,15,0,0,20
