idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,3,0,0,8.9,0,8.9,0,0,20
2,3,0,1,14.9,0,14.9,0,0,20
3,4,0,0,21.58,0,21.58,0,1.0,20
4,4,0,1,8.52,0,8.52,0,1.0,20
5,1,0,0,15.14,0,15.14,0,0,20
6,3,0,2,19.76,0,19.76,1,0,20
7,3,0,3,20.18,0,20.18,2,0,20
8,1,0,1,23.64,0,23.64,3,0,20
9,6,0,0,5.92,0,5.92,4,0,20
10,6,0,1,10.16,0,10.16,5,0,20
11,5,0,0,6.42,0,6.42,6,0,20
12,2,0,0,5.1,0,5.1,7,0,20
13,5,0,1,8.8,0,8.8,8,0,20
14,2,0,1,5.67,0,5.67,9,0,20
15,5,0,2,9.32,0,9.32,10,0,20
16,5,0,3,14.11,0,14.11,11,0,20
17,2,0,2,6.93,0,6.93,12,0,20
18,6,0,2,16.22,0,16.22,13,0,20
19,6,0,3,18.89,0,18.89,14,0,20
20,2,0,3,14.36,0,14.36,15,0,20
