idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,2,0,0,18.35,0,18.35,0,1.0,20
2,5,0,0,14.43,0,14.43,0,0,20
3,4,0,0,11.65,0,11.65,0,0,20
4,2,0,1,10.44,0,10.44,0,1.0,20
5,3,0,0,17.74,0,17.74,0,0,20
6,1,0,0,6.23,0,6.23,1,0,20
7,5,0,1,16.87,0,16.87,2,0,20
8,4,0,1,14.07,0,14.07,3,0,20
9,4,0,2,14.39,0,14.39,4,0,20
10,5,0,2,22.0,0,22.0,5,0,20
11,6,0,0,9.22,0,9.22,6,0,20
12,4,0,3,16.0,0,16.0,7,0,20
13,6,0,1,12.71,0,12.71,8,0,20
14,6,0,2,13.08,0,13.08,9,0,20
15,3,0,1,20.54,0,20.54,10,0,20
16,3,0,2,21.25,0,21.25,11,0,20
17,6,0,3,15.3,0,15.3,12,0,20
18,6,0,4,15.33,0,15.33,13,0,20
19,1,0,1,6.4,0,6.4,14,0,20
20,1,0,2,10.11,0,10.11,15,0,20
